date,indicator,value,unit,source,trend_3m
2023-04-01,Leading–Coincident Spread,-1.7999999999999972,index,ECOS,0.5178571428571459
2023-05-01,KOSPI,2577.1201171875,index,ECOS,0.020088850612769882
2023-05-01,Coincident Index,100.8,index,ECOS,0.0014915492053140245
2023-05-01,Leading Index,99.1,index,ECOS,2.0406101832737278e-06
2023-05-01,Leading–Coincident Spread,-1.7000000000000028,index,ECOS,0.115079365079363
2023-06-01,KOSPI,2564.280029296875,index,ECOS,0.01261760097961473
2023-06-01,Coincident Index,100.8,index,ECOS,0.0004965243296921606
2023-06-01,Leading Index,99.4,index,ECOS,0.002524744949234714
2023-06-01,Leading–Coincident Spread,-1.3999999999999917,index,ECOS,-0.11601307189542642
2023-07-01,KOSPI,2632.580078125,index,ECOS,0.010826417938541
2023-07-01,Coincident Index,100.5,index,ECOS,-0.0014880952380952328
2023-07-01,Leading Index,99.8,index,ECOS,0.0035256950380384566
2023-07-01,Leading–Coincident Spread,-0.7000000000000028,index,ECOS,-0.3382352941176477
2023-08-01,KOSPI,2556.27001953125,index,ECOS,-0.0011758096219180447
2023-08-01,Coincident Index,100.4,index,ECOS,-0.0019856076759061647
2023-08-01,Leading Index,99.8,index,ECOS,0.002012072434607548
2023-08-01,Leading–Coincident Spread,-0.6000000000000085,index,ECOS,-0.32142857142856457
2023-09-01,KOSPI,2465.070068359375,index,ECOS,-0.032331878966397554
2023-09-01,Coincident Index,100.3,index,ECOS,-0.000995520405938477
2023-09-01,Leading Index,99.8,index,ECOS,0.0
2023-09-01,Leading–Coincident Spread,-0.5,index,ECOS,-0.15476190476190632
2023-10-01,KOSPI,2277.989990234375,index,ECOS,-0.05578468043036805
2023-10-01,Coincident Index,100.3,index,ECOS,-0.0004980079681275451
2023-10-01,Leading Index,100.0,index,ECOS,0.0010020040080160886
2023-10-01,Leading–Coincident Spread,-0.2999999999999971,index,ECOS,-0.28333333333334215
2023-11-01,KOSPI,2535.2900390625,index,ECOS,0.01852903804809425
2023-11-01,Coincident Index,100.4,index,ECOS,0.0004985044865404298
2023-11-01,Leading Index,100.2,index,ECOS,0.0020020040080160895
2023-11-01,Leading–Coincident Spread,-0.2000000000000028,index,ECOS,-0.3666666666666617
2023-12-01,KOSPI,2655.280029296875,index,ECOS,0.0801391941827212
2023-12-01,Coincident Index,100.2,index,ECOS,-0.0004975114497145494
2023-12-01,Leading Index,100.4,index,ECOS,0.0019980039920159953
2023-12-01,Leading–Coincident Spread,0.2000000000000028,index,ECOS,-1.1666666666666587
2024-01-01,KOSPI,2497.090087890625,index,ECOS,-0.006123850368478789
2024-01-01,Coincident Index,100.3,index,ECOS,-0.0004970139402470375
2024-01-01,Leading Index,100.4,index,ECOS,0.0009980039920159944
2024-01-01,Leading–Coincident Spread,0.1000000000000085,index,ECOS,-1.2499999999999822
2024-02-01,KOSPI,2642.360107421875,index,ECOS,-0.0006999464709586678
2024-02-01,Coincident Index,100.3,index,ECOS,0.0004990019960079417
2024-02-01,Leading Index,100.6,index,ECOS,0.0009960159362548682
2024-02-01,Leading–Coincident Spread,0.2999999999999971,index,ECOS,0.7499999999998759
2024-03-01,KOSPI,2746.6298828125,index,ECOS,0.04881828606804206
2024-03-01,Coincident Index,100.1,index,ECOS,-0.0009970089730807485
2024-03-01,Leading Index,100.5,index,ECOS,0.0004989980436107544
2024-03-01,Leading–Coincident Spread,0.4000000000000057,index,ECOS,1.1666666666665408
2024-04-01,KOSPI,2692.06005859375,index,ECOS,0.009796464652358783
2024-04-01,Coincident Index,100.0,index,ECOS,-0.0014965094725812311
2024-04-01,Leading Index,100.7,index,ECOS,0.00049800698297775
2024-04-01,Leading–Coincident Spread,0.7000000000000028,index,ECOS,0.5416666666666737
2024-05-01,KOSPI,2636.52001953125,index,ECOS,-0.020249487748733752
2024-05-01,Coincident Index,99.7,index,ECOS,-0.001999500499500484
2024-05-01,Leading Index,100.8,index,ECOS,0.0014915492053140245
2024-05-01,Leading–Coincident Spread,1.0999999999999943,index,ECOS,0.6607142857142696
2024-06-01,KOSPI,2797.820068359375,index,ECOS,0.020274046578981686
2024-06-01,Coincident Index,99.6,index,ECOS,-0.0020015045135406417
2024-06-01,Leading Index,100.9,index,ECOS,0.000992556075723905
2024-06-01,Leading–Coincident Spread,1.3000000000000114,index,ECOS,0.37662337662337764
2024-07-01,KOSPI,2770.68994140625,index,ECOS,0.02574113380000742
2024-07-01,Coincident Index,99.1,index,ECOS,-0.0030115446741831864
2024-07-01,Leading Index,100.9,index,ECOS,0.0004960317460317443
2024-07-01,Leading–Coincident Spread,1.8000000000000114,index,ECOS,0.2832167832167898
2024-08-01,KOSPI,2674.31005859375,index,ECOS,-0.02224119890210219
2024-08-01,Coincident Index,99.0,index,ECOS,-0.003014581028452812
2024-08-01,Leading Index,100.8,index,ECOS,-0.0004955401387513048
2024-08-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS,0.19230769230768668
2024-09-01,KOSPI,2593.27001953125,index,ECOS,-0.032544337414688373
2024-09-01,Coincident Index,99.0,index,ECOS,-0.0005045408678102659
2024-09-01,Leading Index,100.8,index,ECOS,-0.0004955401387513048
2024-09-01,Leading–Coincident Spread,1.7999999999999972,index,ECOS,-3.941291737419306e-15
2024-10-01,KOSPI,2556.14990234375,index,ECOS,-0.022308588443627986
2024-10-01,Coincident Index,99.3,index,ECOS,0.0015151515151514694
2024-10-01,Leading Index,100.8,index,ECOS,0.0
2024-10-01,Leading–Coincident Spread,1.5,index,ECOS,-0.08333333333333265
2024-11-01,KOSPI,2455.909912109375,index,ECOS,-0.026764621515636022
2024-11-01,Coincident Index,98.9,index,ECOS,-0.0004989471756843278
2024-11-01,Leading Index,100.8,index,ECOS,0.0
2024-11-01,Leading–Coincident Spread,1.899999999999992,index,ECOS,0.04999999999999799
2024-12-01,KOSPI,2399.489990234375,index,ECOS,-0.031094173633051336
2024-12-01,Coincident Index,98.8,index,ECOS,-0.0025196598637377554
2024-12-01,Leading Index,100.7,index,ECOS,-0.0004960317460317443
2024-12-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS,0.1333333333333343
2025-01-01,KOSPI,2517.3701171875,index,ECOS,0.013077017860105344
2025-01-01,Coincident Index,98.4,index,ECOS,-0.0025298526708776303
2025-01-01,Leading Index,100.3,index,ECOS,-0.002482129064800387
2025-01-01,Leading–Coincident Spread,1.899999999999992,index,ECOS,5.551115123125783e-17
2025-02-01,KOSPI,2532.780029296875,index,ECOS,0.027624296063237352
2025-02-01,Coincident Index,98.5,index,ECOS,-0.0015161614166748771
2025-02-01,Leading Index,100.4,index,ECOS,-0.0014875928322282128
2025-02-01,Leading–Coincident Spread,1.9000000000000057,index,ECOS,5.551115123125783e-17
2025-03-01,KOSPI,2481.1201171875,index,ECOS,-0.007137546261363925
2025-03-01,Coincident Index,98.7,index,ECOS,0.0015233585076968037
2025-03-01,Leading Index,100.6,index,ECOS,0.001494520422795298
2025-03-01,Leading–Coincident Spread,1.899999999999992,index,ECOS,5.551115123125783e-17
2025-04-01,KOSPI,2556.610107421875,index,ECOS,0.005014622359528487
2025-04-01,Coincident Index,98.9,index,ECOS,0.002028399652333257
2025-04-01,Leading Index,101.0,index,ECOS,0.0029840875068314343
2025-04-01,Leading–Coincident Spread,2.0999999999999943,index,ECOS,0.05263157894736564
2025-05-01,KOSPI,2697.669921875,index,ECOS,0.042800160481772376
2025-05-01,Coincident Index,98.5,index,ECOS,-0.0010090734656704736
2025-05-01,Leading Index,100.9,index,ECOS,0.0014930220656261262
2025-05-01,Leading–Coincident Spread,2.4000000000000057,index,ECOS,0.12406015037594353
